12,12
11,12
10,12
9,12
8,12
8,11
8,10
8,9
7,9
6,9
5,9
4,9
3,9
3,8
3,7
3,6
3,5
2,5
1,5
0,5
0,4
0,3
0,2
0,1
0,0
