0,16
1,16
1,15
1,14
2,14
2,13
2,12
3,12
4,12
4,11
4,10
4,9
4,8
4,7
5,7
6,7
7,7
7,8
8,8
8,9
9,9
10,9
11,9
12,9
12,8
12,7
12,6
13,6
14,6
14,5
14,4
15,4
15,3
15,2
15,1
15,0
16,0
