18,18
17,18
16,18
15,18
15,17
15,16
15,15
15,14
14,14
13,14
12,14
11,14
10,14
9,14
9,13
8,13
7,13
6,13
6,12
6,11
5,11
5,10
5,9
6,9
6,8
6,7
6,6
6,5
5,5
4,5
3,5
2,5
2,4
1,4
1,3
1,2
1,1
0,1
0,0
