13,0
12,0
11,0
10,0
9,0
8,0
7,0
7,1
7,2
7,3
7,4
6,4
5,4
5,5
5,6
5,7
5,8
4,8
3,8
2,8
2,9
1,9
1,10
1,11
1,12
1,13
0,13
